rank,bar_index,close_time_ms,datetime_utc,simple_differential,log_differential,candidate_return,baseline_return,candidate_exposure,baseline_exposure,candidate_exposure_prev,baseline_exposure_prev,candidate_nav,baseline_nav,event_type,event_description,economic_class,fwd_1_cand,fwd_1_base,fwd_1_diff,fwd_6_cand,fwd_6_base,fwd_6_diff,fwd_24_cand,fwd_24_base,fwd_24_diff,fwd_42_cand,fwd_42_base,fwd_42_diff
71,3209,1592539199999,2020-06-19 03:59,0.011312679816,0.011377154897,0.000000000000,-0.011312679816,0.000000,0.946968,0.000000,0.947568,13759.7402,14549.9618,other,"c_prev=0.00→0.00, b_prev=0.95→0.95",beneficial,0.00000000,0.00257923,-0.00257923,0.00000000,0.00575782,-0.00575782,0.01960959,0.03997304,-0.02036345,-0.01744192,-0.00317813,-0.01426378
72,9764,1686931199999,2023-06-16 15:59,0.011268821595,0.011205801425,0.011268821595,0.000000000000,0.787802,0.000000,0.785411,0.000000,44658.0657,45334.3034,other,"c_prev=0.79→0.79, b_prev=0.00→0.00",beneficial,0.01653713,0.00000000,0.01653713,0.01740268,0.00000000,0.01740268,0.03782357,0.00124966,0.03657391,0.18511151,0.09848284,0.08662868
73,9746,1686671999999,2023-06-13 15:59,0.011106445187,0.011223547560,-0.004870022353,-0.015976467540,0.291631,0.967516,0.295081,0.968035,44657.0719,46660.6516,same_state_diff_exp,both same direction but different exposure,beneficial,0.00217530,0.00538228,-0.00320698,0.00319765,0.00853390,-0.00533626,0.01742532,-0.02842541,0.04585073,0.03784666,-0.02721127,0.06505794
74,3189,1592251199999,2020-06-15 19:59,-0.010994571439,-0.010934570527,0.000000000000,0.010994571439,0.000000,0.849523,0.000000,0.847869,13759.7402,14772.3327,other,"c_prev=0.00→0.00, b_prev=0.85→0.85",harmful,0.00000000,0.00067196,-0.00067196,0.00000000,0.00840577,-0.00840577,0.00000000,-0.01172333,0.01172333,0.01228152,0.01452928,-0.00224777
75,856,1558655999999,2019-05-23 23:59,0.010729849164,0.010672692821,0.010729849164,0.000000000000,0.902753,0.000000,0.901709,0.000000,12923.0607,12562.3415,other,"c_prev=0.90→0.90, b_prev=0.00→0.00",beneficial,-0.00050935,0.00000000,-0.00050935,0.01283037,0.00000000,0.01283037,0.10860494,0.04079730,0.06780764,0.04969895,-0.00077687,0.05047582
76,12139,1721131199999,2024-07-16 11:59,0.010707297943,0.010650380754,0.010707297943,0.000000000000,0.793465,0.000000,0.791253,0.000000,78506.7695,61852.1605,other,"c_prev=0.79→0.79, b_prev=0.00→0.00",beneficial,0.01409192,0.00000000,0.01409192,0.01090555,-0.00611587,0.01702142,0.03593397,0.00899890,0.02693507,0.03828802,0.00880615,0.02948187
77,5984,1632499199999,2021-09-24 15:59,-0.010686011610,-0.010651897999,-0.002130935062,0.008555076549,0.000000,0.854218,0.852971,0.852971,43711.5005,48730.8039,cand_exit_base_hold,candidate exited while baseline held,harmful_premature_exit,0.00000000,0.00870470,-0.00870470,0.00000000,0.01497871,-0.01497871,-0.01799060,-0.01335385,-0.00463676,0.05108567,-0.00639411,0.05747978
78,12102,1720598399999,2024-07-10 07:59,0.010672056669,0.010615512214,0.010672056669,0.000000000000,0.780433,0.000000,0.778090,0.000000,73847.3890,61852.1605,other,"c_prev=0.78→0.78, b_prev=0.00→0.00",beneficial,-0.00643092,0.00000000,-0.00643092,-0.01040732,0.00000000,-0.01040732,0.01434443,0.00000000,0.01434443,0.08276560,-0.00152749,0.08429309
79,9716,1686239999999,2023-06-08 15:59,-0.010612209853,-0.010556295589,0.000000000000,0.010612209853,0.000000,0.968649,0.000000,0.968317,44805.8616,48346.8523,other,"c_prev=0.00→0.00, b_prev=0.97→0.97",harmful,0.00000000,-0.00658945,0.00658945,0.00000000,-0.00885613,0.00885613,-0.00258631,-0.03251767,0.02993136,-0.02723664,-0.06231117,0.03507453
80,12104,1720627199999,2024-07-10 15:59,-0.010552197907,-0.010608267131,-0.010552197907,0.000000000000,0.776655,0.000000,0.779012,0.000000,72598.2413,61852.1605,other,"c_prev=0.78→0.78, b_prev=0.00→0.00",harmful,-0.00414120,0.00000000,-0.00414120,-0.00400686,0.00000000,-0.00400686,0.03209354,0.00000000,0.03209354,0.09318408,-0.00611346,0.09929755
81,3602,1598198399999,2020-08-23 15:59,0.010503443217,0.010448665295,0.010503443217,0.000000000000,0.955863,0.000000,0.955400,0.000000,15316.1860,16153.8542,other,"c_prev=0.96→0.96, b_prev=0.00→0.00",beneficial,0.00260185,0.00000000,0.00260185,0.00908678,-0.00059747,0.00968425,-0.03178202,-0.02312138,-0.00866063,-0.03224040,-0.00748906,-0.02475134
82,9735,1686513599999,2023-06-11 19:59,-0.010502242865,-0.010447477418,0.000000000000,0.010502242865,0.000000,0.967844,0.000000,0.967506,44805.8616,47136.2067,other,"c_prev=0.00→0.00, b_prev=0.97→0.97",harmful,0.00000000,-0.00391660,0.00391660,-0.00259082,-0.00768374,0.00509292,-0.01415661,-0.03822758,0.02407097,0.02131468,-0.03822758,0.05954226
83,6011,1632887999999,2021-09-29 03:59,0.010374916015,0.010346118547,0.007979810863,-0.002395105152,0.284701,0.000000,0.278993,0.944647,43144.2253,47504.8030,base_exit_cand_hold,baseline exited while candidate held,beneficial_stayed_in,0.00168837,0.00000000,0.00168837,0.00938595,0.00000000,0.00938595,0.07305452,0.02188991,0.05116462,0.14658979,0.08197253,0.06461726
84,13347,1738526399999,2025-02-02 19:59,0.010366664178,0.010420772313,0.000000000000,-0.010366664178,0.000000,0.958766,0.000000,0.959193,108689.5381,92183.1223,other,"c_prev=0.00→0.00, b_prev=0.96→0.96",beneficial,0.00000000,-0.00239514,0.00239514,0.00000000,-0.00239514,0.00239514,-0.00926710,-0.01164004,0.00237294,-0.01102424,-0.01339297,0.00236874
85,3033,1590004799999,2020-05-20 19:59,0.010364314919,0.010328731120,0.008636206099,-0.001728108820,0.694658,0.000000,0.692021,0.692021,14231.4241,14454.5320,base_exit_cand_hold,baseline exited while candidate held,beneficial_stayed_in,-0.00149834,0.00000000,-0.00149834,-0.03441085,0.00000000,-0.03441085,-0.04136907,-0.01438552,-0.02698355,-0.02713910,0.00049108,-0.02763018
86,13546,1741391999999,2025-03-07 23:59,-0.010339607564,-0.010393432648,-0.010339607564,0.000000000000,0.890531,0.000000,0.891663,0.000000,97903.5462,78566.3548,other,"c_prev=0.89→0.89, b_prev=0.00→0.00",harmful,-0.00905523,0.00000000,-0.00905523,-0.01125738,0.00000000,-0.01125738,-0.01125738,0.00000000,-0.01125738,-0.01125738,0.00000000,-0.01125738
87,6008,1632844799999,2021-09-28 15:59,0.010284562809,0.010383920258,-0.004417213888,-0.014701776697,0.281049,0.945178,0.284225,0.945984,42925.1042,48080.0603,same_state_diff_exp,both same direction but different exposure,beneficial,0.00104975,0.00353035,-0.00248060,0.00170743,-0.01196457,0.01367200,0.07709946,0.00851455,0.06858491,0.11723845,0.04070167,0.07653678
88,11578,1713052799999,2024-04-13 23:59,0.010273276458,0.010351068490,-0.002369862649,-0.012643139107,0.000000,0.947951,0.948609,0.948609,78208.2774,69591.7143,cand_exit_base_hold,candidate exited while baseline held,beneficial_crash_avoidance,0.00000000,-0.00236807,0.00236807,0.00000000,-0.00236807,0.00236807,-0.01926472,-0.02158717,0.00232245,0.02485051,0.02242359,0.00242692
89,1946,1574351999999,2019-11-21 15:59,-0.010135691490,-0.010187407358,-0.010135691490,0.000000000000,0.326653,0.000000,0.333478,0.000000,17184.2452,16025.8293,other,"c_prev=0.33→0.33, b_prev=0.00→0.00",harmful,-0.00006977,0.00000000,-0.00006977,-0.02338381,0.00000000,-0.02338381,-0.02338381,0.00000000,-0.02338381,-0.02338381,0.00000000,-0.02338381
90,13502,1740758399999,2025-02-28 15:59,0.010127572051,0.009938480652,0.024098361472,0.013970789421,0.566132,0.331488,0.555677,0.322148,103890.9780,83784.3259,same_state_diff_exp,both same direction but different exposure,beneficial,0.00343329,0.00242559,0.00100771,0.00507889,0.00270781,0.00237108,-0.02063410,-0.02518508,0.00455098,-0.04161917,-0.06227861,0.02065944
91,6392,1638374399999,2021-12-01 15:59,-0.010103697133,-0.009916917367,0.013790959437,0.023894656570,0.547423,0.939122,0.541181,0.937668,57734.7131,60415.1670,same_state_diff_exp,both same direction but different exposure,harmful,-0.01108201,-0.01901156,0.00792956,-0.01955366,-0.03354497,0.01399132,-0.06298836,-0.08247090,0.01948254,-0.06298836,-0.08247090,0.01948254
92,14610,1756713599999,2025-09-01 07:59,-0.009995962212,-0.009898149662,0.004892166562,0.014888128774,0.300487,0.905454,0.297065,0.904046,105621.4242,93152.3121,same_state_diff_exp,both same direction but different exposure,harmful,-0.00178511,-0.00537904,0.00359393,0.00219924,0.00662693,-0.00442769,0.01864179,0.03040987,-0.01176807,0.00525680,0.01533730,-0.01008051
93,9768,1686988799999,2023-06-17 07:59,0.009975536062,0.009926108839,0.009975536062,0.000000000000,0.792568,0.000000,0.790499,0.000000,45684.0536,45334.3034,other,"c_prev=0.79→0.79, b_prev=0.00→0.00",beneficial,-0.00255739,0.00000000,-0.00255739,-0.00025601,0.00000000,-0.00025601,0.07525559,0.03540062,0.03985497,0.13465974,0.07858764,0.05607210
94,5993,1632628799999,2021-09-26 03:59,0.009928354121,0.009977968897,0.000000000000,-0.009928354121,0.000000,0.923757,0.000000,0.924514,43711.5005,48967.2182,other,"c_prev=0.00→0.00, b_prev=0.92→0.92",beneficial,0.00000000,-0.02146907,0.02146907,0.00000000,0.03996701,-0.03996701,-0.00371357,-0.02986519,0.02615162,0.05912873,-0.00862903,0.06775776
95,3201,1592423999999,2020-06-17 19:59,0.009921744247,0.009971292762,0.000000000000,-0.009921744247,0.000000,0.947111,0.000000,0.947636,13759.7402,14589.4357,other,"c_prev=0.00→0.00, b_prev=0.95→0.95",beneficial,0.00000000,0.01673182,-0.01673182,0.00000000,0.00989388,-0.00989388,-0.00199738,0.00503537,-0.00703275,-0.01277958,-0.00041781,-0.01236177
96,12093,1720468799999,2024-07-08 19:59,0.009892839709,0.009844225927,0.009892839709,0.000000000000,0.772919,0.000000,0.770673,0.000000,71403.7383,61852.1605,other,"c_prev=0.77→0.77, b_prev=0.00→0.00",beneficial,0.00324770,0.00000000,0.00324770,0.01895028,0.00000000,0.01895028,0.01503624,0.00000000,0.01503624,0.09394658,0.00000000,0.09394658
97,9647,1685246399999,2023-05-28 03:59,-0.009796513068,-0.009748838345,0.000000000000,0.009796513068,0.000000,0.792156,0.000000,0.790120,46965.7259,49199.8271,other,"c_prev=0.00→0.00, b_prev=0.79→0.79",harmful,-0.00037187,0.00105913,-0.00143100,0.01689730,0.02659492,-0.00969762,-0.01835473,-0.01526166,-0.00309307,-0.01046795,-0.00523646,-0.00523149
98,898,1559260799999,2019-05-30 23:59,-0.009754926029,-0.010098131564,-0.038856287528,-0.029101361499,0.953330,0.706822,0.955144,0.715353,13565.3232,12552.5822,same_state_diff_exp,both same direction but different exposure,harmful,-0.00065711,-0.00048720,-0.00016991,0.03290844,0.02439909,0.00850934,-0.01772117,-0.01313889,-0.00458227,-0.02378121,-0.01860941,-0.00517180
99,6362,1637942399999,2021-11-26 15:59,-0.009691631273,-0.009644968664,0.000000000000,0.009691631273,0.000000,0.838253,0.000000,0.836686,57014.7518,56562.2413,other,"c_prev=0.00→0.00, b_prev=0.84→0.84",harmful,0.00000000,-0.00022815,0.00022815,0.00000000,0.00858699,-0.00858699,-0.00038231,0.04457627,-0.04495859,-0.01233181,0.02295314,-0.03528495
100,6365,1637985599999,2021-11-27 03:59,-0.009663909547,-0.009617512650,0.000000000000,0.009663909547,0.000000,0.838267,0.000000,0.836704,57014.7518,56567.0575,other,"c_prev=0.00→0.00, b_prev=0.84→0.84",harmful,0.00000000,0.00073250,-0.00073250,0.00000000,-0.00323541,0.00323541,0.00078255,0.04659502,-0.04581247,-0.04992763,-0.02005379,-0.02987384
